,paper_id,outdegree,sum_outdegrees_successors,avg_outdegree_successors
13761,9802009,24,502,20.916666666666668
13762,107215,24,593,24.708333333333332
13763,107217,18,365,20.27777777777778
13764,107218,6,427,71.16666666666667
13765,107220,29,1085,37.41379310344828
13766,107221,6,52,8.666666666666666
13767,9906034,8,9,1.125
13768,9906062,0,0,0.0
13769,9908158,6,11,1.8333333333333333
13770,107222,14,490,35.0
13771,107223,7,60,8.571428571428571
13772,107224,5,101,20.2
13773,107225,13,323,24.846153846153847
13774,107226,31,662,21.35483870967742
13775,107227,24,390,16.25
13776,107228,9,175,19.444444444444443
13777,107229,21,301,14.333333333333334
13778,9402016,17,34,2.0
13779,9502001,11,106,9.636363636363637
13780,9502002,0,0,0.0
13781,9503057,32,333,10.40625
13782,9505170,11,181,16.454545454545453
13783,9506037,21,270,12.857142857142858
13784,9506192,11,189,17.181818181818183
13785,9506205,14,226,16.142857142857142
13786,9507171,6,72,12.0
13787,107230,1,2,2.0
13788,107231,4,312,78.0
13789,107232,19,349,18.36842105263158
13790,107234,27,553,20.48148148148148
13791,9811122,11,241,21.90909090909091
13792,9907052,9,74,8.222222222222221
13793,107235,1,0,0.0
13794,102068,0,0,0.0
13795,107236,5,3,0.6
13796,9505059,0,0,0.0
13797,107237,1,16,16.0
13798,204149,16,509,31.8125
13799,107238,19,485,25.526315789473685
13800,107239,7,24,3.4285714285714284
13801,107240,1,12,12.0
13802,107241,15,169,11.266666666666667
13803,9605152,13,57,4.384615384615385
13804,9612217,6,39,6.5
13805,107243,8,89,11.125
13806,107244,23,487,21.17391304347826
13807,107245,6,122,20.333333333333332
13808,107246,4,12,3.0
13809,107247,21,216,10.285714285714286
13810,9301070,0,0,0.0
13811,9407096,2,7,3.5
13812,9506089,26,167,6.423076923076923
13813,107248,19,205,10.789473684210526
13814,9404097,5,8,1.6
13815,107250,19,486,25.57894736842105
13816,107251,62,1922,31.0
13817,107252,11,171,15.545454545454545
13818,107253,5,93,18.6
13819,107255,14,171,12.214285714285714
13820,9505167,9,46,5.111111111111111
13821,9604045,9,45,5.0
13822,107256,4,48,12.0
13823,9409025,2,0,0.0
13824,107257,8,226,28.25
13825,107258,8,34,4.25
13826,9611105,13,62,4.769230769230769
13827,9707101,1,1,1.0
13828,9812173,1,3,3.0
13829,107259,21,263,12.523809523809524
13830,9202003,0,0,0.0
13831,107260,5,96,19.2
13832,9401075,2,1,0.5
13833,9511061,11,129,11.727272727272727
13834,9603168,3,14,4.666666666666667
13835,9703202,5,31,6.2
13836,107261,26,973,37.42307692307692
13837,107262,13,319,24.53846153846154
13838,107263,22,1081,49.13636363636363
13839,9308149,0,0,0.0
13840,107264,13,239,18.384615384615383
13841,9508001,3,29,9.666666666666666
13842,107265,22,639,29.045454545454547
13843,107266,2,3,1.5
13844,107267,20,610,30.5
13845,108001,27,691,25.59259259259259
13846,9909063,9,164,18.22222222222222
13847,108002,26,820,31.53846153846154
13848,108003,32,548,17.125
13849,108017,22,487,22.136363636363637
13850,108004,12,86,7.166666666666667
13851,108005,7,62,8.857142857142858
13852,108007,29,862,29.724137931034484
13853,109121,20,546,27.3
13854,108008,53,1195,22.547169811320753
13855,108009,6,660,110.0
13856,108010,17,258,15.176470588235293
13857,108011,17,326,19.176470588235293
13858,108013,20,997,49.85
13859,108014,8,190,23.75
13860,108015,4,8,2.0
13861,106270,0,0,0.0
13862,9402144,4,6,1.5
13863,108016,40,1368,34.2
13864,108018,17,130,7.647058823529412
13865,9411019,0,0,0.0
13866,108020,20,1160,58.0
13867,108021,8,77,9.625
13868,108022,4,10,2.5
13869,9601048,2,3,1.5
13870,9809051,2,6,3.0
13871,9901141,4,17,4.25
13872,108023,13,150,11.538461538461538
13873,108024,4,28,7.0
13874,9510090,3,8,2.6666666666666665
13875,108025,20,1071,53.55
13876,108026,8,115,14.375
13877,108027,2,13,6.5
13878,108028,9,95,10.555555555555555
13879,9512165,8,104,13.0
13880,9606076,4,16,4.0
13881,9607216,11,166,15.090909090909092
13882,108030,1,0,0.0
13883,101009,0,0,0.0
13884,108031,14,42,3.0
13885,9505003,2,8,4.0
13886,108032,12,87,7.25
13887,9706120,11,84,7.636363636363637
13888,9908037,5,24,4.8
13889,108034,11,57,5.181818181818182
13890,9905109,2,3,1.5
13891,108035,18,213,11.833333333333334
13892,108036,18,243,13.5
13893,108037,13,122,9.384615384615385
13894,108038,14,218,15.571428571428571
13895,9903183,2,10,5.0
13896,9905169,5,128,25.6
13897,108039,9,94,10.444444444444445
13898,9803136,11,63,5.7272727272727275
13899,108041,13,258,19.846153846153847
13900,111102,22,439,19.954545454545453
13901,204240,18,1008,56.0
13902,108042,10,308,30.8
13903,9506002,12,65,5.416666666666667
13904,108043,82,2159,26.329268292682926
13905,9612149,6,21,3.5
13906,9701179,9,56,6.222222222222222
13907,9812084,4,85,21.25
13908,9903125,10,221,22.1
13909,108044,11,128,11.636363636363637
13910,108045,11,254,23.09090909090909
13911,108046,10,232,23.2
13912,108047,13,82,6.3076923076923075
13913,108050,25,634,25.36
13914,9209055,21,3,0.14285714285714285
13915,9310150,7,55,7.857142857142857
13916,9810050,17,325,19.11764705882353
13917,108051,25,280,11.2
13918,108052,37,1211,32.729729729729726
13919,108053,12,105,8.75
13920,108054,6,108,18.0
13921,108055,57,1558,27.333333333333332
13922,108056,20,304,15.2
13923,108057,1,12,12.0
13924,108058,5,36,7.2
13925,108059,11,118,10.727272727272727
13926,9404011,12,46,3.8333333333333335
13927,9502029,22,136,6.181818181818182
13928,108060,1,0,0.0
13929,108061,9,58,6.444444444444445
13930,111176,3,22,7.333333333333333
13931,9210033,4,2,0.5
13932,108062,15,244,16.266666666666666
13933,108063,14,88,6.285714285714286
13934,9211120,3,5,1.6666666666666667
13935,108064,10,155,15.5
13936,108065,13,141,10.846153846153847
13937,108066,4,18,4.5
13938,9304067,3,0,0.0
13939,9512003,1,3,3.0
13940,9609226,8,35,4.375
13941,108067,3,2,0.6666666666666666
13942,104051,0,0,0.0
13943,9807148,2,23,11.5
13944,108068,22,348,15.818181818181818
13945,9302055,1,0,0.0
13946,9402110,2,2,1.0
13947,9405020,1,1,1.0
13948,108069,12,458,38.166666666666664
13949,108070,16,310,19.375
13950,108071,3,25,8.333333333333334
13951,108072,9,296,32.888888888888886
13952,108073,9,146,16.22222222222222
13953,108074,4,0,0.0
13954,108075,30,906,30.2
13955,108076,10,209,20.9
13956,108077,20,257,12.85
13957,108078,11,223,20.272727272727273
13958,108079,10,80,8.0
13959,108080,24,677,28.208333333333332
13960,108081,12,192,16.0
13961,108082,11,55,5.0
13962,9905009,5,24,4.8
13963,108083,24,177,7.375
13964,9411080,2,0,0.0
13965,9705216,2,3,1.5
13966,108084,17,239,14.058823529411764
13967,108085,46,1156,25.130434782608695
13968,108087,7,152,21.714285714285715
13969,9812044,10,198,19.8
13970,108089,2,9,4.5
13971,108090,1,3,3.0
13972,108091,23,617,26.82608695652174
13973,108092,37,763,20.62162162162162
13974,108012,0,0,0.0
13975,108093,8,79,9.875
13976,108094,35,823,23.514285714285716
13977,108095,18,518,28.77777777777778
13978,108096,14,341,24.357142857142858
13979,108097,10,57,5.7
13980,108098,13,217,16.692307692307693
13981,108099,9,87,9.666666666666666
13982,107094,0,0,0.0
13983,9202074,0,0,0.0
13984,9703112,1,2,2.0
13985,108100,32,759,23.71875
13986,108101,41,1235,30.121951219512194
13987,108102,12,227,18.916666666666668
13988,108103,15,380,25.333333333333332
13989,9911203,20,456,22.8
13990,108104,14,541,38.642857142857146
13991,108105,6,37,6.166666666666667
13992,108106,20,569,28.45
13993,108107,18,112,6.222222222222222
13994,9306039,1,0,0.0
13995,9410098,2,3,1.5
13996,9505154,1,2,2.0
13997,9602171,3,4,1.3333333333333333
13998,9811166,2,7,3.5
13999,108108,2,86,43.0
14000,9902145,4,93,23.25
14001,108109,8,135,16.875
14002,108110,4,107,26.75
14003,108111,5,10,2.0
14004,108113,36,1069,29.694444444444443
14005,108114,17,353,20.764705882352942
14006,108115,12,247,20.583333333333332
14007,108116,8,48,6.0
14008,9703089,1,11,11.0
14009,9902130,7,32,4.571428571428571
14010,108117,8,120,15.0
14011,9410101,4,0,0.0
14012,108118,22,796,36.18181818181818
14013,108119,26,843,32.42307692307692
14014,109213,30,721,24.033333333333335
14015,110007,35,769,21.97142857142857
14016,110048,15,307,20.466666666666665
14017,110087,18,400,22.22222222222222
14018,110108,59,1342,22.74576271186441
14019,111072,13,293,22.53846153846154
14020,112218,48,1310,27.291666666666668
14021,112223,66,1648,24.96969696969697
14022,112226,56,1836,32.785714285714285
14023,202127,34,1406,41.35294117647059
14024,203191,52,1568,30.153846153846153
14025,203235,38,1426,37.526315789473685
14026,203268,49,1838,37.51020408163265
14027,205119,17,412,24.235294117647058
14028,205315,27,676,25.037037037037038
14029,205316,21,445,21.19047619047619
14030,108120,30,871,29.033333333333335
14031,108121,8,112,14.0
14032,108122,24,1190,49.583333333333336
14033,9810151,21,488,23.238095238095237
14034,108123,19,479,25.210526315789473
14035,9702123,12,225,18.75
14036,108124,11,114,10.363636363636363
14037,108125,12,229,19.083333333333332
14038,108126,38,1002,26.36842105263158
14039,108127,15,409,27.266666666666666
14040,9501131,6,25,4.166666666666667
14041,108128,34,890,26.176470588235293
14042,9609180,5,19,3.8
14043,108130,21,221,10.523809523809524
14044,108131,13,519,39.92307692307692
14045,108132,5,88,17.6
14046,108133,25,400,16.0
14047,9712029,25,393,15.72
14048,108134,14,225,16.071428571428573
14049,9302074,0,0,0.0
14050,9312164,1,0,0.0
14051,108135,35,1006,28.742857142857144
14052,9510093,18,335,18.61111111111111
14053,108136,3,16,5.333333333333333
14054,9804169,2,6,3.0
14055,108137,29,947,32.6551724137931
14056,9701015,23,450,19.565217391304348
14057,108138,8,29,3.625
14058,9909156,2,18,9.0
14059,108140,22,575,26.136363636363637
14060,108141,16,169,10.5625
14061,108142,15,390,26.0
14062,108143,18,519,28.833333333333332
14063,108144,9,182,20.22222222222222
14064,108145,10,176,17.6
14065,108146,1,4,4.0
14066,108147,16,760,47.5
14067,9403186,7,26,3.7142857142857144
14068,108148,4,17,4.25
14069,108149,9,69,7.666666666666667
14070,9711052,9,121,13.444444444444445
14071,9712090,15,134,8.933333333333334
14072,9806002,12,257,21.416666666666668
14073,108150,22,863,39.22727272727273
14074,108151,10,144,14.4
14075,108152,44,1550,35.22727272727273
14076,108153,12,100,8.333333333333334
14077,108154,18,563,31.27777777777778
14078,108155,5,94,18.8
14079,108156,31,609,19.64516129032258
14080,108157,22,196,8.909090909090908
14081,108158,27,774,28.666666666666668
14082,108159,7,33,4.714285714285714
14083,9602024,0,0,0.0
14084,9609045,2,0,0.0
14085,9710087,8,26,3.25
14086,9801196,11,29,2.6363636363636362
14087,9903073,3,2,0.6666666666666666
14088,9905088,9,41,4.555555555555555
14089,108160,5,27,5.4
14090,108161,48,1443,30.0625
14091,9803192,19,348,18.31578947368421
14092,9804065,19,482,25.36842105263158
14093,9901059,27,509,18.85185185185185
14094,108162,5,220,44.0
14095,108163,2,3,1.5
14096,108164,7,92,13.142857142857142
14097,108165,18,522,29.0
14098,108166,8,117,14.625
14099,108167,26,501,19.26923076923077
14100,9704072,3,3,1.0
14101,108168,20,1278,63.9
14102,108169,22,442,20.09090909090909
14103,108170,6,172,28.666666666666668
14104,9809174,8,248,31.0
14105,108171,1,0,0.0
14106,108172,149,4500,30.201342281879196
14107,108173,3,34,11.333333333333334
14108,108174,24,590,24.583333333333332
14109,108175,1,1,1.0
14110,9510063,1,0,0.0
14111,108176,22,431,19.59090909090909
14112,108177,6,7,1.1666666666666667
14113,9504123,1,2,2.0
14114,9809080,2,9,4.5
14115,9809110,0,0,0.0
14116,9902139,0,0,0.0
14117,9910187,1,0,0.0
14118,108178,22,765,34.77272727272727
14119,108179,30,406,13.533333333333333
14120,108180,5,25,5.0
14121,108181,15,286,19.066666666666666
14122,108182,14,812,58.0
14123,108183,27,583,21.59259259259259
14124,108184,5,88,17.6
14125,108185,6,61,10.166666666666666
14126,9204037,0,0,0.0
14127,9207049,0,0,0.0
14128,9211027,1,1,1.0
14129,9402006,1,5,5.0
14130,9606145,4,63,15.75
14131,9911075,3,22,7.333333333333333
14132,108186,12,311,25.916666666666668
14133,108188,2,11,5.5
14134,9907153,0,0,0.0
14135,108189,15,281,18.733333333333334
14136,108190,7,106,15.142857142857142
14137,108191,30,535,17.833333333333332
14138,108192,7,36,5.142857142857143
14139,108193,19,345,18.157894736842106
14140,108194,20,328,16.4
14141,108196,26,698,26.846153846153847
14142,108197,5,41,8.2
14143,108198,38,1543,40.60526315789474
14144,9806201,13,334,25.692307692307693
14145,108199,15,171,11.4
14146,9401061,1,0,0.0
14147,9405012,0,0,0.0
14148,108201,8,194,24.25
14149,108202,29,840,28.96551724137931
14150,108203,15,178,11.866666666666667
14151,108204,20,759,37.95
14152,9803239,19,436,22.94736842105263
14153,108205,46,1983,43.108695652173914
14154,108206,9,62,6.888888888888889
14155,9304042,0,0,0.0
14156,108207,18,498,27.666666666666668
14157,108208,10,52,5.2
14158,108209,8,402,50.25
14159,108210,2,27,13.5
14160,108211,19,174,9.157894736842104
14161,108212,7,111,15.857142857142858
14162,108213,2,1,0.5
14163,9811113,1,0,0.0
14164,108214,3,7,2.3333333333333335
14165,9205105,0,0,0.0
14166,108215,36,775,21.52777777777778
14167,108216,15,598,39.86666666666667
14168,108217,2,1,0.5
14169,9601176,0,0,0.0
14170,108218,7,39,5.571428571428571
14171,9206083,1,0,0.0
14172,9210030,0,0,0.0
14173,108219,11,258,23.454545454545453
14174,108220,27,572,21.185185185185187
14175,9911197,13,808,62.15384615384615
14176,108221,24,1261,52.541666666666664
14177,108222,9,54,6.0
14178,9401136,1,0,0.0
14179,9412185,2,1,0.5
14180,9502120,6,9,1.5
14181,108223,6,70,11.666666666666666
14182,9704166,6,13,2.1666666666666665
14183,108225,13,50,3.8461538461538463
14184,9605195,3,3,1.0
14185,9707248,3,3,1.0
14186,9809141,2,12,6.0
14187,108226,14,325,23.214285714285715
14188,108228,4,121,30.25
14189,108229,46,1386,30.130434782608695
14190,108230,25,648,25.92
14191,108231,34,569,16.735294117647058
14192,108232,10,483,48.3
14193,108233,24,727,30.291666666666668
14194,108234,30,778,25.933333333333334
14195,108235,18,466,25.88888888888889
14196,108236,7,77,11.0
14197,108237,8,136,17.0
14198,108238,15,267,17.8
14199,108239,15,872,58.13333333333333
14200,108240,13,245,18.846153846153847
14201,9411065,0,0,0.0
14202,9411109,0,0,0.0
14203,9910068,4,4,1.0
14204,108242,10,72,7.2
14205,108243,4,21,5.25
14206,9303068,0,0,0.0
14207,108244,25,305,12.2
14208,9209020,1,0,0.0
14209,9307171,6,6,1.0
14210,9510223,11,36,3.272727272727273
14211,9510241,19,161,8.473684210526315
14212,9806157,11,135,12.272727272727273
14213,108245,36,1025,28.47222222222222
14214,109025,44,917,20.84090909090909
14215,109001,1,3,3.0
14216,109002,5,64,12.8
14217,109003,3,4,1.3333333333333333
14218,9303128,1,0,0.0
14219,109004,23,666,28.956521739130434
14220,9608041,13,101,7.769230769230769
14221,109005,7,100,14.285714285714286
14222,9703188,15,43,2.8666666666666667
14223,109006,3,3,1.0
14224,9706166,1,1,1.0
14225,9711004,1,1,1.0
14226,109007,4,6,1.5
14227,109008,16,187,11.6875
14228,9806192,1,1,1.0
14229,109009,3,30,10.0
14230,9408109,2,1,0.5
14231,109010,11,261,23.727272727272727
14232,109011,3,14,4.666666666666667
14233,109013,44,1309,29.75
14234,9506091,36,309,8.583333333333334
14235,109014,6,17,2.8333333333333335
14236,9502019,2,1,0.5
14237,109015,9,304,33.77777777777778
14238,109016,1,8,8.0
14239,109017,30,613,20.433333333333334
14240,109210,2,23,11.5
14241,109018,8,218,27.25
14242,109019,20,465,23.25
14243,109020,12,422,35.166666666666664
14244,109021,14,214,15.285714285714286
14245,109022,7,49,7.0
14246,109023,3,11,3.6666666666666665
14247,109024,16,229,14.3125
14248,109027,6,67,11.166666666666666
14249,109028,1,9,9.0
14250,109029,40,1722,43.05
14251,109030,18,358,19.88888888888889
14252,109031,12,118,9.833333333333334
14253,9606082,15,94,6.266666666666667
14254,109032,32,790,24.6875
14255,109034,4,12,3.0
14256,109035,3,16,5.333333333333333
14257,109036,6,59,9.833333333333334
14258,109037,1,0,0.0
14259,109038,33,649,19.666666666666668
14260,109039,24,670,27.916666666666668
14261,109040,11,334,30.363636363636363
14262,109041,3,55,18.333333333333332
14263,109042,2,1,0.5
14264,109043,8,50,6.25
14265,9404143,5,5,1.0
14266,109044,10,488,48.8
14267,109045,16,194,12.125
14268,9304139,0,0,0.0
14269,109046,3,19,6.333333333333333
14270,109047,4,12,3.0
14271,109048,13,99,7.615384615384615
14272,109049,25,1041,41.64
14273,109051,7,29,4.142857142857143
14274,109052,9,124,13.777777777777779
14275,109053,18,1011,56.166666666666664
14276,109054,64,1971,30.796875
14277,109055,47,1259,26.78723404255319
14278,109056,2,3,1.5
14279,9902039,0,0,0.0
14280,109057,22,1077,48.95454545454545
14281,109058,17,331,19.470588235294116
14282,109059,26,475,18.26923076923077
14283,109060,7,23,3.2857142857142856
14284,109062,5,14,2.8
14285,9205064,0,0,0.0
14286,9403081,0,0,0.0
14287,109063,32,794,24.8125
14288,9903061,10,232,23.2
14289,109064,28,1437,51.32142857142857
14290,109065,36,1587,44.083333333333336
14291,109066,11,248,22.545454545454547
14292,109067,27,270,10.0
14293,109068,5,20,4.0
14294,109069,52,1303,25.057692307692307
14295,9307038,1,0,0.0
14296,9509049,9,32,3.5555555555555554
14297,109070,53,1389,26.20754716981132
14298,109071,3,14,4.666666666666667
14299,109072,6,23,3.8333333333333335
14300,9501061,2,7,3.5
14301,109073,5,30,6.0
14302,9301024,0,0,0.0
14303,109074,9,139,15.444444444444445
14304,109075,18,376,20.88888888888889
14305,109076,37,895,24.18918918918919
14306,9603033,24,447,18.625
14307,9603113,27,600,22.22222222222222
14308,9604133,25,452,18.08
14309,9611036,31,566,18.258064516129032
14310,9809007,16,418,26.125
14311,109077,14,125,8.928571428571429
14312,109078,3,41,13.666666666666666
14313,109079,16,410,25.625
14314,109080,1,16,16.0
14315,109081,20,1014,50.7
14316,109082,12,125,10.416666666666666
14317,109083,5,60,12.0
14318,109084,22,340,15.454545454545455
14319,109085,8,60,7.5
14320,9403019,1,0,0.0
14321,9405095,19,61,3.210526315789474
14322,9406054,3,20,6.666666666666667
14323,9510033,4,12,3.0
14324,9510185,8,43,5.375
14325,9903198,7,17,2.4285714285714284
14326,109086,7,74,10.571428571428571
14327,109087,6,48,8.0
14328,109088,1,0,0.0
14329,109089,7,32,4.571428571428571
14330,109090,8,194,24.25
14331,109091,27,957,35.44444444444444
14332,109092,109,2585,23.71559633027523
14333,109094,17,1018,59.88235294117647
14334,109095,9,407,45.22222222222222
14335,109096,15,716,47.733333333333334
14336,109097,16,206,12.875
14337,205025,16,273,17.0625
14338,9203023,0,0,0.0
14339,9905025,2,1,0.5
14340,109098,7,178,25.428571428571427
14341,109099,50,1015,20.3
14342,109100,21,288,13.714285714285714
14343,9202087,0,0,0.0
14344,109101,9,109,12.11111111111111
14345,109102,40,912,22.8
14346,109103,5,40,8.0
14347,9705056,12,302,25.166666666666668
14348,9912043,11,320,29.09090909090909
14349,109104,3,3,1.0
14350,9507095,1,2,2.0
14351,109105,13,112,8.615384615384615
14352,109106,11,83,7.545454545454546
14353,109107,40,1185,29.625
14354,109108,7,48,6.857142857142857
14355,109109,5,20,4.0
14356,109110,5,25,5.0
14357,109111,15,637,42.46666666666667
14358,109112,18,676,37.55555555555556
14359,109113,3,25,8.333333333333334
14360,109114,31,673,21.70967741935484
14361,109115,7,64,9.142857142857142
14362,109117,7,80,11.428571428571429
14363,109118,4,8,2.0
14364,104148,0,0,0.0
14365,109119,10,96,9.6
14366,109122,59,2699,45.74576271186441
14367,110031,36,891,24.75
14368,110062,26,1282,49.30769230769231
14369,110064,35,1064,30.4
14370,110169,19,429,22.57894736842105
14371,110234,26,750,28.846153846153847
14372,110238,32,775,24.21875
14373,110265,22,517,23.5
14374,111008,52,2038,39.19230769230769
14375,111093,58,1704,29.379310344827587
14376,111201,20,581,29.05
14377,111238,85,2165,25.470588235294116
14378,111247,18,650,36.111111111111114
14379,111276,25,904,36.16
14380,112037,37,1490,40.270270270270274
14381,112140,45,1247,27.711111111111112
14382,201004,57,2096,36.771929824561404
14383,201128,28,815,29.107142857142858
14384,201174,34,1168,34.35294117647059
14385,201176,43,1117,25.976744186046513
14386,202008,52,1428,27.46153846153846
14387,202096,15,423,28.2
14388,202098,13,396,30.46153846153846
14389,202140,50,2100,42.0
14390,202193,59,1824,30.915254237288135
14391,203003,15,442,29.466666666666665
14392,203083,42,1936,46.095238095238095
14393,203208,38,1358,35.73684210526316
14394,204065,3,78,26.0
14395,204066,21,478,22.761904761904763
14396,204083,56,1403,25.053571428571427
14397,109123,12,205,17.083333333333332
14398,9903264,3,4,1.3333333333333333
14399,109124,9,54,6.0
14400,9604115,6,14,2.3333333333333335
14401,109125,18,526,29.22222222222222
14402,109126,18,436,24.22222222222222
14403,109127,48,2248,46.833333333333336
14404,109128,4,23,5.75
14405,109129,21,464,22.095238095238095
14406,109130,33,898,27.21212121212121
14407,9704002,2,14,7.0
14408,109131,32,1418,44.3125
14409,109132,5,212,42.4
14410,109133,16,542,33.875
14411,109134,5,58,11.6
14412,9304005,0,0,0.0
14413,109136,4,21,5.25
14414,109137,23,414,18.0
14415,9607126,17,100,5.882352941176471
14416,9708008,36,511,14.194444444444445
14417,109138,1,0,0.0
14418,109139,9,55,6.111111111111111
14419,9609218,0,0,0.0
14420,9702036,2,10,5.0
14421,109140,11,193,17.545454545454547
14422,109141,10,138,13.8
14423,109142,3,8,2.6666666666666665
14424,109143,1,1,1.0
14425,9404144,1,0,0.0
14426,109144,2,27,13.5
14427,109145,1,10,10.0
14428,109146,9,192,21.333333333333332
14429,109147,42,1639,39.023809523809526
14430,109148,15,115,7.666666666666667
14431,109149,15,683,45.53333333333333
14432,9705175,35,673,19.228571428571428
14433,109150,25,598,23.92
14434,9902189,4,151,37.75
14435,109151,32,598,18.6875
14436,9507005,29,378,13.03448275862069
14437,9601068,8,22,2.75
14438,9611029,18,404,22.444444444444443
14439,9702039,13,244,18.76923076923077
14440,9801160,22,681,30.954545454545453
14441,9901130,14,250,17.857142857142858
14442,9912127,10,176,17.6
14443,109152,14,322,23.0
14444,109153,6,148,24.666666666666668
14445,109154,46,1751,38.06521739130435
14446,9507141,16,139,8.6875
14447,109155,33,1083,32.81818181818182
14448,9607078,26,519,19.96153846153846
14449,9703148,27,711,26.333333333333332
14450,9904155,21,534,25.428571428571427
14451,109156,2,17,8.5
14452,9705152,9,106,11.777777777777779
14453,109157,11,253,23.0
14454,109158,4,147,36.75
14455,109159,8,212,26.5
14456,109160,25,582,23.28
14457,109161,8,24,3.0
14458,9310148,0,0,0.0
14459,9402048,2,0,0.0
14460,9707165,1,1,1.0
14461,9807088,3,5,1.6666666666666667
14462,109162,212,5751,27.12735849056604
14463,110113,40,1561,39.025
14464,9603095,13,51,3.923076923076923
14465,9612027,10,157,15.7
14466,109163,11,196,17.818181818181817
14467,109164,17,406,23.88235294117647
14468,109165,7,359,51.285714285714285
14469,109166,2,11,5.5
14470,9510140,0,0,0.0
14471,109167,2,5,2.5
14472,9506062,1,0,0.0
14473,9606137,4,1,0.25
14474,109168,11,248,22.545454545454547
14475,109169,1,0,0.0
14476,109170,24,623,25.958333333333332
14477,109171,3,9,3.0
14478,109172,1,12,12.0
14479,109173,30,767,25.566666666666666
14480,109174,24,615,25.625
14481,109175,18,409,22.72222222222222
14482,9704067,35,454,12.971428571428572
14483,109176,57,1685,29.56140350877193
14484,109177,24,745,31.041666666666668
14485,109178,2,12,6.0
14486,109179,15,137,9.133333333333333
14487,109180,14,252,18.0
14488,109182,69,1842,26.695652173913043
14489,109183,21,554,26.38095238095238
14490,109184,25,176,7.04
14491,9403032,3,3,1.0
14492,9403075,10,12,1.2
14493,9403124,10,26,2.6
14494,9504056,3,23,7.666666666666667
14495,109185,1,0,0.0
14496,9906113,0,0,0.0
14497,109186,24,430,17.916666666666668
14498,109187,30,811,27.033333333333335
14499,109189,3,12,4.0
14500,109190,8,92,11.5
14501,109191,28,566,20.214285714285715
14502,109192,24,717,29.875
14503,109193,10,152,15.2
14504,109194,23,375,16.304347826086957
14505,109195,18,699,38.833333333333336
14506,109196,15,259,17.266666666666666
14507,9706157,17,379,22.294117647058822
14508,109197,25,798,31.92
14509,109198,15,274,18.266666666666666
14510,9606163,0,0,0.0
14511,109200,22,523,23.772727272727273
14512,109201,2,8,4.0
14513,109202,11,66,6.0
14514,9206097,0,0,0.0
14515,109203,1,7,7.0
14516,9811252,7,14,2.0
14517,109204,14,302,21.571428571428573
14518,109205,2,4,2.0
14519,9510196,0,0,0.0
14520,109207,4,85,21.25
14521,109208,3,13,4.333333333333333
14522,109209,43,1266,29.441860465116278
14523,109211,6,91,15.166666666666666
14524,109212,101,898,8.891089108910892
14525,9305154,0,0,0.0
14526,9307071,2,0,0.0
14527,9312039,2,0,0.0
14528,9312121,2,3,1.5
14529,9405014,2,0,0.0
14530,9406155,2,0,0.0
14531,9407122,5,0,0.0
14532,9510171,10,35,3.5
14533,9609068,2,4,2.0
14534,9609080,7,40,5.714285714285714
14535,9612099,3,13,4.333333333333333
14536,9612133,8,21,2.625
14537,9701034,5,19,3.8
14538,9701062,14,79,5.642857142857143
14539,9708148,6,17,2.8333333333333335
14540,9802003,11,62,5.636363636363637
14541,9802070,5,25,5.0
14542,9809052,33,327,9.909090909090908
14543,9907046,18,312,17.333333333333332
14544,109214,19,458,24.105263157894736
14545,109215,6,88,14.666666666666666
14546,9409116,1,3,3.0
14547,9509022,7,11,1.5714285714285714
14548,9907049,4,16,4.0
14549,109216,28,588,21.0
14550,109217,39,831,21.307692307692307
14551,109218,4,3,0.75
14552,109219,10,108,10.8
14553,9409165,2,2,1.0
14554,109220,15,185,12.333333333333334
14555,109223,5,22,4.4
14556,9301017,0,0,0.0
14557,109224,5,13,2.6
14558,9410019,0,0,0.0
14559,110001,3,26,8.666666666666666
14560,110002,38,1050,27.63157894736842
14561,110003,2,5,2.5
14562,9706220,4,13,3.25
14563,110004,10,121,12.1
14564,110005,39,952,24.41025641025641
14565,110006,31,423,13.64516129032258
14566,110008,19,499,26.263157894736842
14567,110009,1,0,0.0
14568,110010,5,10,2.0
14569,110011,4,74,18.5
14570,9903032,16,155,9.6875
14571,110013,7,192,27.428571428571427
14572,110015,2,11,5.5
14573,110016,4,23,5.75
14574,9405028,1,0,0.0
14575,9707136,2,0,0.0
14576,9811070,11,64,5.818181818181818
14577,110017,5,42,8.4
14578,110018,17,168,9.882352941176471
14579,9504031,4,5,1.25
14580,9612014,11,77,7.0
14581,9808110,3,17,5.666666666666667
14582,9907025,5,31,6.2
14583,110019,22,535,24.318181818181817
14584,110020,22,187,8.5
14585,110021,23,337,14.652173913043478
14586,110022,17,250,14.705882352941176
14587,110023,1,5,5.0
14588,9610067,5,57,11.4
14589,110024,20,1023,51.15
14590,110025,15,453,30.2
14591,110026,48,434,9.041666666666666
14592,9512158,2,3,1.5
14593,110027,4,24,6.0
14594,110028,74,2396,32.37837837837838
14595,9504113,16,119,7.4375
14596,9607058,13,173,13.307692307692308
14597,110029,8,71,8.875
14598,110030,5,320,64.0
14599,109120,0,0,0.0
14600,9207012,1,0,0.0
14601,110032,18,249,13.833333333333334
14602,110033,5,31,6.2
14603,9510037,1,0,0.0
14604,110034,30,734,24.466666666666665
14605,110035,22,698,31.727272727272727
14606,206013,31,705,22.741935483870968
14607,110036,33,899,27.242424242424242
14608,9610205,36,657,18.25
