,first_365_days,label,label_name
9508075,2.0,1,"(0, 10]"
9508076,0.0,0,"(-1, 0]"
9508077,0.0,0,"(-1, 0]"
9508078,9.0,1,"(0, 10]"
9508079,4.0,1,"(0, 10]"
9508080,3.0,1,"(0, 10]"
9508081,1.0,1,"(0, 10]"
9508082,8.0,1,"(0, 10]"
9508084,3.0,1,"(0, 10]"
9508086,2.0,1,"(0, 10]"
9508087,0.0,0,"(-1, 0]"
9508088,7.0,1,"(0, 10]"
9508089,8.0,1,"(0, 10]"
9508090,1.0,1,"(0, 10]"
9508091,14.0,2,"(10, 20]"
9508092,1.0,1,"(0, 10]"
9508093,1.0,1,"(0, 10]"
9508094,34.0,3,"(20, 405]"
9508096,2.0,1,"(0, 10]"
9508097,0.0,0,"(-1, 0]"
9508098,0.0,0,"(-1, 0]"
9508099,4.0,1,"(0, 10]"
9508100,1.0,1,"(0, 10]"
9508101,1.0,1,"(0, 10]"
9508102,0.0,0,"(-1, 0]"
9508103,0.0,0,"(-1, 0]"
9508104,3.0,1,"(0, 10]"
9508105,1.0,1,"(0, 10]"
9508106,0.0,0,"(-1, 0]"
9508107,3.0,1,"(0, 10]"
9508108,0.0,0,"(-1, 0]"
9508110,1.0,1,"(0, 10]"
9508111,0.0,0,"(-1, 0]"
9508112,2.0,1,"(0, 10]"
9508113,2.0,1,"(0, 10]"
9508114,0.0,0,"(-1, 0]"
9508115,0.0,0,"(-1, 0]"
9508117,17.0,2,"(10, 20]"
9508118,1.0,1,"(0, 10]"
9508124,4.0,1,"(0, 10]"
9508125,1.0,1,"(0, 10]"
9508127,1.0,1,"(0, 10]"
9508128,1.0,1,"(0, 10]"
9508129,1.0,1,"(0, 10]"
9508131,7.0,1,"(0, 10]"
9508132,2.0,1,"(0, 10]"
9508135,2.0,1,"(0, 10]"
9508136,6.0,1,"(0, 10]"
9508137,2.0,1,"(0, 10]"
9508138,1.0,1,"(0, 10]"
9508139,5.0,1,"(0, 10]"
9508140,2.0,1,"(0, 10]"
9508141,0.0,0,"(-1, 0]"
9508142,0.0,0,"(-1, 0]"
9508143,70.0,3,"(20, 405]"
9508144,16.0,2,"(10, 20]"
9508145,2.0,1,"(0, 10]"
9508146,1.0,1,"(0, 10]"
9508148,3.0,1,"(0, 10]"
9508149,0.0,0,"(-1, 0]"
9508150,1.0,1,"(0, 10]"
9508151,2.0,1,"(0, 10]"
9508153,2.0,1,"(0, 10]"
9508154,25.0,3,"(20, 405]"
9508155,61.0,3,"(20, 405]"
9508156,16.0,2,"(10, 20]"
9508159,1.0,1,"(0, 10]"
9508160,0.0,0,"(-1, 0]"
9508161,0.0,0,"(-1, 0]"
9508162,3.0,1,"(0, 10]"
9508163,0.0,0,"(-1, 0]"
9508165,0.0,0,"(-1, 0]"
9508167,1.0,1,"(0, 10]"
9508170,0.0,0,"(-1, 0]"
9508171,0.0,0,"(-1, 0]"
9508172,0.0,0,"(-1, 0]"
9508173,2.0,1,"(0, 10]"
9508174,2.0,1,"(0, 10]"
9508175,1.0,1,"(0, 10]"
9508176,0.0,0,"(-1, 0]"
9508177,11.0,2,"(10, 20]"
9508178,2.0,1,"(0, 10]"
9508179,0.0,0,"(-1, 0]"
9509001,0.0,0,"(-1, 0]"
9509002,1.0,1,"(0, 10]"
9509003,2.0,1,"(0, 10]"
9509004,1.0,1,"(0, 10]"
9509005,1.0,1,"(0, 10]"
9509006,1.0,1,"(0, 10]"
9509007,1.0,1,"(0, 10]"
9509009,22.0,3,"(20, 405]"
9509012,2.0,1,"(0, 10]"
9509013,2.0,1,"(0, 10]"
9509015,1.0,1,"(0, 10]"
9509017,3.0,1,"(0, 10]"
9509018,1.0,1,"(0, 10]"
9509019,0.0,0,"(-1, 0]"
9509020,13.0,2,"(10, 20]"
9509021,3.0,1,"(0, 10]"
9509022,2.0,1,"(0, 10]"
9509023,3.0,1,"(0, 10]"
9509024,3.0,1,"(0, 10]"
9509025,1.0,1,"(0, 10]"
9509026,1.0,1,"(0, 10]"
9509027,7.0,1,"(0, 10]"
9509028,3.0,1,"(0, 10]"
9509029,1.0,1,"(0, 10]"
9509030,0.0,0,"(-1, 0]"
9509031,1.0,1,"(0, 10]"
9509033,0.0,0,"(-1, 0]"
9509034,1.0,1,"(0, 10]"
9509035,5.0,1,"(0, 10]"
9509036,4.0,1,"(0, 10]"
9509037,2.0,1,"(0, 10]"
9509039,1.0,1,"(0, 10]"
9509041,1.0,1,"(0, 10]"
9509042,11.0,2,"(10, 20]"
9509043,2.0,1,"(0, 10]"
9509044,1.0,1,"(0, 10]"
9509045,1.0,1,"(0, 10]"
9509047,1.0,1,"(0, 10]"
9509048,0.0,0,"(-1, 0]"
9509049,2.0,1,"(0, 10]"
9509050,11.0,2,"(10, 20]"
9509052,0.0,0,"(-1, 0]"
9509053,0.0,0,"(-1, 0]"
9509054,2.0,1,"(0, 10]"
9509055,0.0,0,"(-1, 0]"
9509056,4.0,1,"(0, 10]"
9509057,0.0,0,"(-1, 0]"
9509058,0.0,0,"(-1, 0]"
9509059,3.0,1,"(0, 10]"
9509060,3.0,1,"(0, 10]"
9509062,4.0,1,"(0, 10]"
9509066,38.0,3,"(20, 405]"
9509067,2.0,1,"(0, 10]"
9509068,1.0,1,"(0, 10]"
9509069,2.0,1,"(0, 10]"
9509070,7.0,1,"(0, 10]"
9509071,1.0,1,"(0, 10]"
9509072,3.0,1,"(0, 10]"
9509073,2.0,1,"(0, 10]"
9509074,9.0,1,"(0, 10]"
9509075,5.0,1,"(0, 10]"
9509076,1.0,1,"(0, 10]"
9509077,1.0,1,"(0, 10]"
9509079,4.0,1,"(0, 10]"
9509080,8.0,1,"(0, 10]"
9509084,4.0,1,"(0, 10]"
9509086,2.0,1,"(0, 10]"
9509088,0.0,0,"(-1, 0]"
9509089,0.0,0,"(-1, 0]"
9509090,6.0,1,"(0, 10]"
9509091,1.0,1,"(0, 10]"
9509092,2.0,1,"(0, 10]"
9509093,0.0,0,"(-1, 0]"
9509095,6.0,1,"(0, 10]"
9509096,2.0,1,"(0, 10]"
9509097,2.0,1,"(0, 10]"
9509098,0.0,0,"(-1, 0]"
9509099,4.0,1,"(0, 10]"
9509101,2.0,1,"(0, 10]"
9509102,9.0,1,"(0, 10]"
9509103,0.0,0,"(-1, 0]"
9509104,2.0,1,"(0, 10]"
9509105,5.0,1,"(0, 10]"
9509106,10.0,1,"(0, 10]"
9509108,16.0,2,"(10, 20]"
9509109,1.0,1,"(0, 10]"
9509110,1.0,1,"(0, 10]"
9509111,0.0,0,"(-1, 0]"
9509112,2.0,1,"(0, 10]"
9509113,0.0,0,"(-1, 0]"
9509114,1.0,1,"(0, 10]"
9509115,4.0,1,"(0, 10]"
9509118,0.0,0,"(-1, 0]"
9509119,5.0,1,"(0, 10]"
9509120,1.0,1,"(0, 10]"
9509123,9.0,1,"(0, 10]"
9509124,0.0,0,"(-1, 0]"
9509125,0.0,0,"(-1, 0]"
9509127,1.0,1,"(0, 10]"
9509129,1.0,1,"(0, 10]"
9509130,6.0,1,"(0, 10]"
9509131,2.0,1,"(0, 10]"
9509132,20.0,2,"(10, 20]"
9509133,4.0,1,"(0, 10]"
9509135,2.0,1,"(0, 10]"
9509136,5.0,1,"(0, 10]"
9509137,3.0,1,"(0, 10]"
9509139,0.0,0,"(-1, 0]"
9509140,4.0,1,"(0, 10]"
9509141,6.0,1,"(0, 10]"
9509142,7.0,1,"(0, 10]"
9509143,3.0,1,"(0, 10]"
9509144,0.0,0,"(-1, 0]"
9509145,3.0,1,"(0, 10]"
9509146,13.0,2,"(10, 20]"
9509147,3.0,1,"(0, 10]"
9509148,33.0,3,"(20, 405]"
9509149,0.0,0,"(-1, 0]"
9509150,2.0,1,"(0, 10]"
9509151,14.0,2,"(10, 20]"
9509153,2.0,1,"(0, 10]"
9509154,1.0,1,"(0, 10]"
9509156,0.0,0,"(-1, 0]"
9509157,0.0,0,"(-1, 0]"
9509158,6.0,1,"(0, 10]"
9509159,1.0,1,"(0, 10]"
9509160,9.0,1,"(0, 10]"
9509161,45.0,3,"(20, 405]"
9509162,30.0,3,"(20, 405]"
9509163,4.0,1,"(0, 10]"
9509165,2.0,1,"(0, 10]"
9509166,14.0,2,"(10, 20]"
9509168,0.0,0,"(-1, 0]"
9509169,0.0,0,"(-1, 0]"
9509170,6.0,1,"(0, 10]"
9509171,1.0,1,"(0, 10]"
9509173,5.0,1,"(0, 10]"
9509174,3.0,1,"(0, 10]"
9509175,34.0,3,"(20, 405]"
9509176,25.0,3,"(20, 405]"
9510001,3.0,1,"(0, 10]"
9510002,4.0,1,"(0, 10]"
9510003,3.0,1,"(0, 10]"
9510005,0.0,0,"(-1, 0]"
9510007,3.0,1,"(0, 10]"
9510008,0.0,0,"(-1, 0]"
9510009,11.0,2,"(10, 20]"
9510010,1.0,1,"(0, 10]"
9510011,3.0,1,"(0, 10]"
9510013,2.0,1,"(0, 10]"
9510014,2.0,1,"(0, 10]"
9510016,1.0,1,"(0, 10]"
9510017,191.0,3,"(20, 405]"
9510018,1.0,1,"(0, 10]"
9510019,0.0,0,"(-1, 0]"
9510021,3.0,1,"(0, 10]"
9510022,2.0,1,"(0, 10]"
9510023,3.0,1,"(0, 10]"
9510026,1.0,1,"(0, 10]"
9510027,0.0,0,"(-1, 0]"
9510028,4.0,1,"(0, 10]"
9510029,3.0,1,"(0, 10]"
9510030,0.0,0,"(-1, 0]"
9510033,4.0,1,"(0, 10]"
9510034,7.0,1,"(0, 10]"
9510036,6.0,1,"(0, 10]"
9510037,0.0,0,"(-1, 0]"
9510038,2.0,1,"(0, 10]"
9510039,0.0,0,"(-1, 0]"
9510040,1.0,1,"(0, 10]"
9510041,4.0,1,"(0, 10]"
9510045,0.0,0,"(-1, 0]"
9510046,0.0,0,"(-1, 0]"
9510047,2.0,1,"(0, 10]"
9510050,0.0,0,"(-1, 0]"
9510051,1.0,1,"(0, 10]"
9510052,1.0,1,"(0, 10]"
9510053,7.0,1,"(0, 10]"
9510055,5.0,1,"(0, 10]"
9510056,1.0,1,"(0, 10]"
9510057,1.0,1,"(0, 10]"
9510059,2.0,1,"(0, 10]"
9510060,3.0,1,"(0, 10]"
9510061,1.0,1,"(0, 10]"
9510062,0.0,0,"(-1, 0]"
9510063,0.0,0,"(-1, 0]"
9510064,1.0,1,"(0, 10]"
9510065,0.0,0,"(-1, 0]"
9510066,0.0,0,"(-1, 0]"
9510067,3.0,1,"(0, 10]"
9510068,1.0,1,"(0, 10]"
9510069,4.0,1,"(0, 10]"
9510070,1.0,1,"(0, 10]"
9510071,2.0,1,"(0, 10]"
9510072,1.0,1,"(0, 10]"
9510073,1.0,1,"(0, 10]"
9510074,11.0,2,"(10, 20]"
9510076,0.0,0,"(-1, 0]"
9510077,2.0,1,"(0, 10]"
9510078,2.0,1,"(0, 10]"
9510079,2.0,1,"(0, 10]"
9510080,2.0,1,"(0, 10]"
9510082,0.0,0,"(-1, 0]"
9510083,3.0,1,"(0, 10]"
9510084,3.0,1,"(0, 10]"
9510085,1.0,1,"(0, 10]"
9510086,82.0,3,"(20, 405]"
9510087,6.0,1,"(0, 10]"
9510089,0.0,0,"(-1, 0]"
9510090,4.0,1,"(0, 10]"
9510091,1.0,1,"(0, 10]"
9510092,4.0,1,"(0, 10]"
9510093,29.0,3,"(20, 405]"
9510094,5.0,1,"(0, 10]"
9510095,1.0,1,"(0, 10]"
9510096,2.0,1,"(0, 10]"
9510097,26.0,3,"(20, 405]"
9510098,9.0,1,"(0, 10]"
9510099,1.0,1,"(0, 10]"
9510100,2.0,1,"(0, 10]"
9510101,38.0,3,"(20, 405]"
9510103,2.0,1,"(0, 10]"
9510104,2.0,1,"(0, 10]"
9510105,0.0,0,"(-1, 0]"
9510106,10.0,1,"(0, 10]"
9510107,0.0,0,"(-1, 0]"
9510108,4.0,1,"(0, 10]"
9510109,4.0,1,"(0, 10]"
9510110,0.0,0,"(-1, 0]"
9510111,3.0,1,"(0, 10]"
9510112,1.0,1,"(0, 10]"
9510114,0.0,0,"(-1, 0]"
9510115,0.0,0,"(-1, 0]"
9510116,0.0,0,"(-1, 0]"
9510117,7.0,1,"(0, 10]"
9510119,3.0,1,"(0, 10]"
9510121,1.0,1,"(0, 10]"
9510122,0.0,0,"(-1, 0]"
9510123,1.0,1,"(0, 10]"
9510124,1.0,1,"(0, 10]"
9510127,1.0,1,"(0, 10]"
9510128,1.0,1,"(0, 10]"
9510129,22.0,3,"(20, 405]"
9510130,2.0,1,"(0, 10]"
9510131,0.0,0,"(-1, 0]"
9510133,1.0,1,"(0, 10]"
9510134,29.0,3,"(20, 405]"
9510135,95.0,3,"(20, 405]"
9510136,0.0,0,"(-1, 0]"
9510137,3.0,1,"(0, 10]"
9510138,2.0,1,"(0, 10]"
9510139,1.0,1,"(0, 10]"
9510140,3.0,1,"(0, 10]"
9510141,6.0,1,"(0, 10]"
9510142,21.0,3,"(20, 405]"
9510143,7.0,1,"(0, 10]"
9510144,4.0,1,"(0, 10]"
9510145,2.0,1,"(0, 10]"
9510146,0.0,0,"(-1, 0]"
9510147,3.0,1,"(0, 10]"
9510148,15.0,2,"(10, 20]"
9510149,8.0,1,"(0, 10]"
9510151,2.0,1,"(0, 10]"
9510152,2.0,1,"(0, 10]"
9510153,1.0,1,"(0, 10]"
9510154,5.0,1,"(0, 10]"
9510155,3.0,1,"(0, 10]"
9510156,7.0,1,"(0, 10]"
9510157,5.0,1,"(0, 10]"
9510158,1.0,1,"(0, 10]"
9510159,1.0,1,"(0, 10]"
9510160,1.0,1,"(0, 10]"
9510161,30.0,3,"(20, 405]"
9510165,2.0,1,"(0, 10]"
9510166,0.0,0,"(-1, 0]"
9510167,4.0,1,"(0, 10]"
9510168,1.0,1,"(0, 10]"
9510169,91.0,3,"(20, 405]"
9510171,1.0,1,"(0, 10]"
9510172,0.0,0,"(-1, 0]"
9510173,12.0,2,"(10, 20]"
9510174,0.0,0,"(-1, 0]"
9510175,0.0,0,"(-1, 0]"
9510176,1.0,1,"(0, 10]"
9510177,4.0,1,"(0, 10]"
9510178,3.0,1,"(0, 10]"
9510179,2.0,1,"(0, 10]"
9510180,9.0,1,"(0, 10]"
9510181,1.0,1,"(0, 10]"
9510182,43.0,3,"(20, 405]"
9510183,36.0,3,"(20, 405]"
9510184,2.0,1,"(0, 10]"
9510185,4.0,1,"(0, 10]"
9510186,4.0,1,"(0, 10]"
9510187,2.0,1,"(0, 10]"
9510188,1.0,1,"(0, 10]"
9510189,0.0,0,"(-1, 0]"
9510190,1.0,1,"(0, 10]"
9510192,2.0,1,"(0, 10]"
9510193,1.0,1,"(0, 10]"
9510194,0.0,0,"(-1, 0]"
9510195,1.0,1,"(0, 10]"
9510196,1.0,1,"(0, 10]"
9510197,2.0,1,"(0, 10]"
9510199,5.0,1,"(0, 10]"
9510200,26.0,3,"(20, 405]"
9510201,1.0,1,"(0, 10]"
9510202,0.0,0,"(-1, 0]"
9510204,27.0,3,"(20, 405]"
9510205,1.0,1,"(0, 10]"
9510206,1.0,1,"(0, 10]"
9510207,3.0,1,"(0, 10]"
9510208,2.0,1,"(0, 10]"
9510209,117.0,3,"(20, 405]"
9510210,11.0,2,"(10, 20]"
9510211,1.0,1,"(0, 10]"
9510213,4.0,1,"(0, 10]"
9510215,1.0,1,"(0, 10]"
9510216,4.0,1,"(0, 10]"
9510217,2.0,1,"(0, 10]"
9510218,0.0,0,"(-1, 0]"
9510219,0.0,0,"(-1, 0]"
9510220,8.0,1,"(0, 10]"
9510221,3.0,1,"(0, 10]"
9510222,16.0,2,"(10, 20]"
9510223,9.0,1,"(0, 10]"
9510224,14.0,2,"(10, 20]"
9510225,69.0,3,"(20, 405]"
9510226,1.0,1,"(0, 10]"
9510227,20.0,2,"(10, 20]"
9510228,8.0,1,"(0, 10]"
9510229,36.0,3,"(20, 405]"
9510230,0.0,0,"(-1, 0]"
9510231,1.0,1,"(0, 10]"
9510233,1.0,1,"(0, 10]"
9510234,37.0,3,"(20, 405]"
9510235,2.0,1,"(0, 10]"
9510237,2.0,1,"(0, 10]"
9510239,1.0,1,"(0, 10]"
9510240,2.0,1,"(0, 10]"
9510241,8.0,1,"(0, 10]"
9510242,3.0,1,"(0, 10]"
9511002,3.0,1,"(0, 10]"
9511003,1.0,1,"(0, 10]"
9511004,1.0,1,"(0, 10]"
9511006,2.0,1,"(0, 10]"
9511007,1.0,1,"(0, 10]"
9511008,3.0,1,"(0, 10]"
9511009,0.0,0,"(-1, 0]"
9511010,0.0,0,"(-1, 0]"
9511011,1.0,1,"(0, 10]"
9511013,0.0,0,"(-1, 0]"
9511014,2.0,1,"(0, 10]"
9511015,1.0,1,"(0, 10]"
9511016,1.0,1,"(0, 10]"
9511018,0.0,0,"(-1, 0]"
9511020,0.0,0,"(-1, 0]"
9511021,0.0,0,"(-1, 0]"
9511022,1.0,1,"(0, 10]"
9511024,8.0,1,"(0, 10]"
9511025,2.0,1,"(0, 10]"
9511026,43.0,3,"(20, 405]"
9511028,2.0,1,"(0, 10]"
9511030,77.0,3,"(20, 405]"
9511031,0.0,0,"(-1, 0]"
9511032,0.0,0,"(-1, 0]"
9511033,0.0,0,"(-1, 0]"
9511034,1.0,1,"(0, 10]"
9511035,0.0,0,"(-1, 0]"
9511037,2.0,1,"(0, 10]"
9511038,3.0,1,"(0, 10]"
9511039,0.0,0,"(-1, 0]"
9511040,0.0,0,"(-1, 0]"
9511041,0.0,0,"(-1, 0]"
9511042,0.0,0,"(-1, 0]"
9511043,37.0,3,"(20, 405]"
9511044,1.0,1,"(0, 10]"
9511045,4.0,1,"(0, 10]"
9511046,3.0,1,"(0, 10]"
9511047,1.0,1,"(0, 10]"
9511048,0.0,0,"(-1, 0]"
9511049,5.0,1,"(0, 10]"
9511051,1.0,1,"(0, 10]"
9511052,22.0,3,"(20, 405]"
9511053,26.0,3,"(20, 405]"
9511055,0.0,0,"(-1, 0]"
9511056,1.0,1,"(0, 10]"
9511058,11.0,2,"(10, 20]"
9511059,1.0,1,"(0, 10]"
9511060,2.0,1,"(0, 10]"
9511061,4.0,1,"(0, 10]"
9511063,0.0,0,"(-1, 0]"
9511064,51.0,3,"(20, 405]"
9511065,6.0,1,"(0, 10]"
9511066,3.0,1,"(0, 10]"
9511067,0.0,0,"(-1, 0]"
9511068,2.0,1,"(0, 10]"
9511069,1.0,1,"(0, 10]"
9511070,6.0,1,"(0, 10]"
9511071,2.0,1,"(0, 10]"
9511072,2.0,1,"(0, 10]"
9511073,3.0,1,"(0, 10]"
9511075,0.0,0,"(-1, 0]"
9511077,6.0,1,"(0, 10]"
9511079,6.0,1,"(0, 10]"
9511080,16.0,2,"(10, 20]"
9511081,2.0,1,"(0, 10]"
9511082,0.0,0,"(-1, 0]"
9511087,3.0,1,"(0, 10]"
9511088,33.0,3,"(20, 405]"
9511090,3.0,1,"(0, 10]"
9511091,0.0,0,"(-1, 0]"
9511092,0.0,0,"(-1, 0]"
9511093,0.0,0,"(-1, 0]"
9511094,1.0,1,"(0, 10]"
9511095,0.0,0,"(-1, 0]"
9511096,0.0,0,"(-1, 0]"
9511097,1.0,1,"(0, 10]"
9511098,7.0,1,"(0, 10]"
9511100,4.0,1,"(0, 10]"
9511101,3.0,1,"(0, 10]"
9511102,0.0,0,"(-1, 0]"
9511103,1.0,1,"(0, 10]"
9511104,17.0,2,"(10, 20]"
9511105,0.0,0,"(-1, 0]"
9511106,1.0,1,"(0, 10]"
9511108,22.0,3,"(20, 405]"
9511109,2.0,1,"(0, 10]"
9511110,10.0,1,"(0, 10]"
9511111,1.0,1,"(0, 10]"
9511112,1.0,1,"(0, 10]"
9511113,0.0,0,"(-1, 0]"
9511115,8.0,1,"(0, 10]"
9511116,2.0,1,"(0, 10]"
9511117,1.0,1,"(0, 10]"
9511118,2.0,1,"(0, 10]"
9511119,1.0,1,"(0, 10]"
9511120,2.0,1,"(0, 10]"
9511122,0.0,0,"(-1, 0]"
9511124,1.0,1,"(0, 10]"
9511125,0.0,0,"(-1, 0]"
9511126,27.0,3,"(20, 405]"
9511128,5.0,1,"(0, 10]"
9511129,1.0,1,"(0, 10]"
9511130,2.0,1,"(0, 10]"
9511131,3.0,1,"(0, 10]"
9511133,0.0,0,"(-1, 0]"
9511134,15.0,2,"(10, 20]"
9511135,0.0,0,"(-1, 0]"
9511136,0.0,0,"(-1, 0]"
9511138,3.0,1,"(0, 10]"
9511139,2.0,1,"(0, 10]"
9511140,0.0,0,"(-1, 0]"
9511141,2.0,1,"(0, 10]"
9511142,1.0,1,"(0, 10]"
9511143,2.0,1,"(0, 10]"
9511145,2.0,1,"(0, 10]"
9511147,0.0,0,"(-1, 0]"
9511148,0.0,0,"(-1, 0]"
9511149,1.0,1,"(0, 10]"
9511151,0.0,0,"(-1, 0]"
9511152,0.0,0,"(-1, 0]"
9511153,0.0,0,"(-1, 0]"
9511154,25.0,3,"(20, 405]"
9511156,1.0,1,"(0, 10]"
9511157,17.0,2,"(10, 20]"
9511158,5.0,1,"(0, 10]"
9511159,7.0,1,"(0, 10]"
9511160,0.0,0,"(-1, 0]"
9511162,5.0,1,"(0, 10]"
9511163,0.0,0,"(-1, 0]"
9511164,15.0,2,"(10, 20]"
9511165,0.0,0,"(-1, 0]"
9511166,2.0,1,"(0, 10]"
9511167,3.0,1,"(0, 10]"
9511168,1.0,1,"(0, 10]"
9511169,0.0,0,"(-1, 0]"
9511170,2.0,1,"(0, 10]"
9511171,23.0,3,"(20, 405]"
9511172,2.0,1,"(0, 10]"
9511173,30.0,3,"(20, 405]"
9511175,0.0,0,"(-1, 0]"
9511176,0.0,0,"(-1, 0]"
9511178,0.0,0,"(-1, 0]"
9511179,0.0,0,"(-1, 0]"
9511180,13.0,2,"(10, 20]"
9511181,1.0,1,"(0, 10]"
9511182,1.0,1,"(0, 10]"
9511184,0.0,0,"(-1, 0]"
9511185,2.0,1,"(0, 10]"
9511187,1.0,1,"(0, 10]"
9511188,2.0,1,"(0, 10]"
9511189,1.0,1,"(0, 10]"
9511191,1.0,1,"(0, 10]"
9511192,4.0,1,"(0, 10]"
9511193,2.0,1,"(0, 10]"
9511194,19.0,2,"(10, 20]"
9511195,3.0,1,"(0, 10]"
9511196,1.0,1,"(0, 10]"
9511197,1.0,1,"(0, 10]"
9511198,0.0,0,"(-1, 0]"
9511199,1.0,1,"(0, 10]"
9511201,2.0,1,"(0, 10]"
9511203,11.0,2,"(10, 20]"
9511204,10.0,1,"(0, 10]"
9511205,1.0,1,"(0, 10]"
9511206,2.0,1,"(0, 10]"
9511207,3.0,1,"(0, 10]"
9511208,1.0,1,"(0, 10]"
9511209,2.0,1,"(0, 10]"
9511210,4.0,1,"(0, 10]"
9511211,0.0,0,"(-1, 0]"
9511212,0.0,0,"(-1, 0]"
9511213,5.0,1,"(0, 10]"
9511214,1.0,1,"(0, 10]"
9511215,0.0,0,"(-1, 0]"
9511217,2.0,1,"(0, 10]"
9511218,8.0,1,"(0, 10]"
9511219,2.0,1,"(0, 10]"
9511220,0.0,0,"(-1, 0]"
9511221,4.0,1,"(0, 10]"
9511222,47.0,3,"(20, 405]"
9511223,2.0,1,"(0, 10]"
9511224,0.0,0,"(-1, 0]"
9511226,1.0,1,"(0, 10]"
9511227,2.0,1,"(0, 10]"
9511228,8.0,1,"(0, 10]"
9511229,1.0,1,"(0, 10]"
9511230,7.0,1,"(0, 10]"
9512001,0.0,0,"(-1, 0]"
9512002,2.0,1,"(0, 10]"
9512003,0.0,0,"(-1, 0]"
9512004,0.0,0,"(-1, 0]"
9512005,14.0,2,"(10, 20]"
9512006,15.0,2,"(10, 20]"
9512007,4.0,1,"(0, 10]"
9512011,2.0,1,"(0, 10]"
9512012,29.0,3,"(20, 405]"
9512013,3.0,1,"(0, 10]"
9512015,0.0,0,"(-1, 0]"
9512016,6.0,1,"(0, 10]"
9512017,8.0,1,"(0, 10]"
9512019,0.0,0,"(-1, 0]"
9512020,0.0,0,"(-1, 0]"
9512021,0.0,0,"(-1, 0]"
9512022,6.0,1,"(0, 10]"
9512023,2.0,1,"(0, 10]"
9512024,1.0,1,"(0, 10]"
9512025,8.0,1,"(0, 10]"
9512026,2.0,1,"(0, 10]"
9512027,1.0,1,"(0, 10]"
9512028,6.0,1,"(0, 10]"
9512029,2.0,1,"(0, 10]"
9512030,6.0,1,"(0, 10]"
9512031,63.0,3,"(20, 405]"
9512032,2.0,1,"(0, 10]"
9512033,1.0,1,"(0, 10]"
9512034,3.0,1,"(0, 10]"
9512035,1.0,1,"(0, 10]"
9512036,5.0,1,"(0, 10]"
9512038,0.0,0,"(-1, 0]"
9512040,8.0,1,"(0, 10]"
9512041,0.0,0,"(-1, 0]"
9512042,8.0,1,"(0, 10]"
9512043,6.0,1,"(0, 10]"
9512044,0.0,0,"(-1, 0]"
9512046,8.0,1,"(0, 10]"
9512047,1.0,1,"(0, 10]"
9512048,3.0,1,"(0, 10]"
9512049,0.0,0,"(-1, 0]"
9512050,1.0,1,"(0, 10]"
9512051,0.0,0,"(-1, 0]"
9512052,6.0,1,"(0, 10]"
9512053,21.0,3,"(20, 405]"
9512054,0.0,0,"(-1, 0]"
9512055,0.0,0,"(-1, 0]"
9512056,0.0,0,"(-1, 0]"
9512057,0.0,0,"(-1, 0]"
9512058,0.0,0,"(-1, 0]"
9512059,64.0,3,"(20, 405]"
9512060,3.0,1,"(0, 10]"
9512061,9.0,1,"(0, 10]"
9512062,89.0,3,"(20, 405]"
9512063,2.0,1,"(0, 10]"
9512064,2.0,1,"(0, 10]"
9512065,2.0,1,"(0, 10]"
9512066,1.0,1,"(0, 10]"
9512067,0.0,0,"(-1, 0]"
9512068,1.0,1,"(0, 10]"
9512070,0.0,0,"(-1, 0]"
9512071,0.0,0,"(-1, 0]"
9512073,4.0,1,"(0, 10]"
9512074,1.0,1,"(0, 10]"
9512075,3.0,1,"(0, 10]"
9512076,0.0,0,"(-1, 0]"
9512077,76.0,3,"(20, 405]"
9512078,35.0,3,"(20, 405]"
9512079,5.0,1,"(0, 10]"
9512080,7.0,1,"(0, 10]"
9512081,6.0,1,"(0, 10]"
9512082,2.0,1,"(0, 10]"
9512083,0.0,0,"(-1, 0]"
9512084,2.0,1,"(0, 10]"
9512085,1.0,1,"(0, 10]"
9512086,3.0,1,"(0, 10]"
9512087,0.0,0,"(-1, 0]"
9512088,1.0,1,"(0, 10]"
9512089,28.0,3,"(20, 405]"
9512090,0.0,0,"(-1, 0]"
9512091,2.0,1,"(0, 10]"
9512092,2.0,1,"(0, 10]"
9512095,1.0,1,"(0, 10]"
9512097,0.0,0,"(-1, 0]"
9512098,2.0,1,"(0, 10]"
9512099,0.0,0,"(-1, 0]"
9512100,1.0,1,"(0, 10]"
9512101,2.0,1,"(0, 10]"
9512102,1.0,1,"(0, 10]"
9512103,3.0,1,"(0, 10]"
9512104,1.0,1,"(0, 10]"
9512105,3.0,1,"(0, 10]"
9512106,1.0,1,"(0, 10]"
9512107,2.0,1,"(0, 10]"
9512108,2.0,1,"(0, 10]"
9512110,0.0,0,"(-1, 0]"
9512111,1.0,1,"(0, 10]"
9512112,2.0,1,"(0, 10]"
9512114,1.0,1,"(0, 10]"
9512115,2.0,1,"(0, 10]"
9512116,5.0,1,"(0, 10]"
9512117,1.0,1,"(0, 10]"
9512118,1.0,1,"(0, 10]"
9512120,1.0,1,"(0, 10]"
9512121,7.0,1,"(0, 10]"
9512123,2.0,1,"(0, 10]"
9512124,7.0,1,"(0, 10]"
9512125,4.0,1,"(0, 10]"
9512126,5.0,1,"(0, 10]"
9512127,23.0,3,"(20, 405]"
9512128,3.0,1,"(0, 10]"
9512129,19.0,2,"(10, 20]"
9512130,1.0,1,"(0, 10]"
9512131,0.0,0,"(-1, 0]"
9512135,4.0,1,"(0, 10]"
